recordDay,timeZone,sportType,sportBasicInfoData
20211010,"""	-0500""",5,"{""duration"":80,""altitude"":0.0,""distance"":2201,""calorie"":213010,""count"":0,""floor"":0,""steps"":3408}"
20211011,"""	-0500""",5,"{""duration"":25,""altitude"":0.0,""distance"":277,""calorie"":6632,""count"":0,""floor"":0,""steps"":500}"
20211012,"""	-0500""",5,"{""duration"":63,""altitude"":0.0,""distance"":1284,""calorie"":41174,""count"":0,""floor"":0,""steps"":1964}"
20211013,"""	-0500""",5,"{""duration"":44,""altitude"":0.0,""distance"":1188,""calorie"":44475,""count"":0,""floor"":0,""steps"":1748}"
20211014,"""	-0500""",5,"{""duration"":164,""altitude"":0.0,""distance"":6697,""calorie"":290777,""count"":0,""floor"":0,""steps"":9882}"
20211015,"""	-0500""",5,"{""duration"":39,""altitude"":0.0,""distance"":406,""calorie"":12381,""count"":0,""floor"":0,""steps"":693}"
20211016,"""	-0500""",5,"{""duration"":161,""altitude"":0.0,""distance"":5530,""calorie"":219075,""count"":0,""floor"":0,""steps"":8540}"
20211017,"""	-0500""",5,"{""duration"":112,""altitude"":0.0,""distance"":3155,""calorie"":123488,""count"":0,""floor"":0,""steps"":5489}"
20211018,"""	-0500""",4,"{""duration"":20,""altitude"":0.0,""distance"":2977,""calorie"":195352,""count"":0,""floor"":0,""steps"":3209}"
20211018,"""	-0500""",5,"{""duration"":127,""altitude"":0.0,""distance"":4970,""calorie"":346805,""count"":0,""floor"":0,""steps"":7014}"
20211019,"""	-0500""",5,"{""duration"":18,""altitude"":0.0,""distance"":229,""calorie"":4400,""count"":0,""floor"":0,""steps"":384}"
20211020,"""	-0500""",5,"{""duration"":27,""altitude"":0.0,""distance"":343,""calorie"":10509,""count"":0,""floor"":0,""steps"":563}"
20211021,"""	-0500""",4,"{""duration"":22,""altitude"":0.0,""distance"":3096,""calorie"":209000,""count"":0,""floor"":0,""steps"":3353}"
20211021,"""	-0500""",5,"{""duration"":50,""altitude"":0.0,""distance"":1638,""calorie"":99803,""count"":0,""floor"":0,""steps"":2201}"
20211022,"""	-0500""",5,"{""duration"":38,""altitude"":0.0,""distance"":534,""calorie"":23145,""count"":0,""floor"":0,""steps"":840}"
20211023,"""	-0500""",5,"{""duration"":99,""altitude"":0.0,""distance"":5277,""calorie"":236524,""count"":0,""floor"":0,""steps"":7249}"
20211024,"""	-0500""",5,"{""duration"":82,""altitude"":0.0,""distance"":2263,""calorie"":83285,""count"":0,""floor"":0,""steps"":3433}"
20211025,"""	-0500""",5,"{""duration"":39,""altitude"":0.0,""distance"":665,""calorie"":17044,""count"":0,""floor"":0,""steps"":1059}"
20211026,"""	-0500""",5,"{""duration"":14,""altitude"":0.0,""distance"":80,""calorie"":1652,""count"":0,""floor"":0,""steps"":137}"
20211027,"""	-0500""",5,"{""duration"":13,""altitude"":0.0,""distance"":187,""calorie"":4666,""count"":0,""floor"":0,""steps"":299}"
20211028,"""	-0500""",5,"{""duration"":120,""altitude"":0.0,""distance"":6519,""calorie"":290994,""count"":0,""floor"":0,""steps"":9066}"
20211029,"""	-0500""",4,"{""duration"":21,""altitude"":0.0,""distance"":3068,""calorie"":199000,""count"":0,""floor"":0,""steps"":3322}"
20211029,"""	-0500""",5,"{""duration"":67,""altitude"":0.0,""distance"":2668,""calorie"":211508,""count"":0,""floor"":0,""steps"":3810}"
20211030,"""	-0500""",5,"{""duration"":46,""altitude"":0.0,""distance"":692,""calorie"":17700,""count"":0,""floor"":0,""steps"":1115}"
20211031,"""	-0600""",4,"{""duration"":19,""altitude"":0.0,""distance"":2736,""calorie"":173283,""count"":0,""floor"":0,""steps"":2989}"
20211031,"""	-0600""",5,"{""duration"":64,""altitude"":0.0,""distance"":1053,""calorie"":178683,""count"":0,""floor"":0,""steps"":1920}"
20211101,"""	-0600""",4,"{""duration"":3,""altitude"":0.0,""distance"":369,""calorie"":19983,""count"":0,""floor"":0,""steps"":455}"
20211101,"""	-0600""",5,"{""duration"":107,""altitude"":0.0,""distance"":4629,""calorie"":200566,""count"":0,""floor"":0,""steps"":6567}"
20211102,"""	-0600""",5,"{""duration"":93,""altitude"":0.0,""distance"":3103,""calorie"":128109,""count"":0,""floor"":0,""steps"":4448}"
20211103,"""	-0600""",5,"{""duration"":16,""altitude"":0.0,""distance"":194,""calorie"":3593,""count"":0,""floor"":0,""steps"":343}"
20211104,"""	-0600""",5,"{""duration"":42,""altitude"":0.0,""distance"":461,""calorie"":11048,""count"":0,""floor"":0,""steps"":767}"
20211105,"""	-0600""",5,"{""duration"":136,""altitude"":0.0,""distance"":4140,""calorie"":168312,""count"":0,""floor"":0,""steps"":6378}"
20211106,"""	-0600""",4,"{""duration"":3,""altitude"":0.0,""distance"":260,""calorie"":13841,""count"":0,""floor"":0,""steps"":334}"
20211106,"""	-0600""",5,"{""duration"":114,""altitude"":0.0,""distance"":4108,""calorie"":144889,""count"":0,""floor"":0,""steps"":6030}"
20211107,"""	-0600""",5,"{""duration"":12,""altitude"":0.0,""distance"":108,""calorie"":2534,""count"":0,""floor"":0,""steps"":193}"
20211108,"""	-0600""",4,"{""duration"":23,""altitude"":0.0,""distance"":3313,""calorie"":198000,""count"":0,""floor"":0,""steps"":3565}"
20211108,"""	-0600""",5,"{""duration"":43,""altitude"":0.0,""distance"":1509,""calorie"":84580,""count"":0,""floor"":0,""steps"":2126}"
20211109,"""	-0600""",5,"{""duration"":67,""altitude"":0.0,""distance"":1983,""calorie"":74395,""count"":0,""floor"":0,""steps"":3046}"
20211110,"""	-0600""",5,"{""duration"":18,""altitude"":0.0,""distance"":209,""calorie"":5981,""count"":0,""floor"":0,""steps"":356}"
20211111,"""	-0600""",5,"{""duration"":26,""altitude"":0.0,""distance"":210,""calorie"":6352,""count"":0,""floor"":0,""steps"":376}"
20211112,"""	-0600""",4,"{""duration"":8,""altitude"":0.0,""distance"":1141,""calorie"":67691,""count"":0,""floor"":0,""steps"":1266}"
20211112,"""	-0600""",5,"{""duration"":127,""altitude"":0.0,""distance"":7163,""calorie"":327654,""count"":0,""floor"":0,""steps"":9409}"
20211201,"""	-0600""",4,"{""duration"":1,""altitude"":0.0,""distance"":39,""calorie"":4413,""count"":0,""floor"":0,""steps"":44}"
20211201,"""	-0600""",5,"{""duration"":37,""altitude"":0.0,""distance"":647,""calorie"":21509,""count"":0,""floor"":0,""steps"":950}"
20211202,"""	-0600""",4,"{""duration"":15,""altitude"":0.0,""distance"":2033,""calorie"":123000,""count"":0,""floor"":0,""steps"":2326}"
20211202,"""	-0600""",5,"{""duration"":67,""altitude"":0.0,""distance"":1614,""calorie"":93184,""count"":0,""floor"":0,""steps"":2303}"
20211203,"""	-0600""",4,"{""duration"":17,""altitude"":0.0,""distance"":2315,""calorie"":150000,""count"":0,""floor"":0,""steps"":2638}"
20211203,"""	-0600""",5,"{""duration"":72,""altitude"":0.0,""distance"":1461,""calorie"":169915,""count"":0,""floor"":0,""steps"":2879}"
20211204,"""	-0600""",5,"{""duration"":78,""altitude"":0.0,""distance"":2719,""calorie"":110936,""count"":0,""floor"":0,""steps"":3915}"
20211205,"""	-0600""",5,"{""duration"":88,""altitude"":0.0,""distance"":3312,""calorie"":140245,""count"":0,""floor"":0,""steps"":5002}"
20211206,"""	-0600""",5,"{""duration"":19,""altitude"":0.0,""distance"":189,""calorie"":3942,""count"":0,""floor"":0,""steps"":324}"
20211207,"""	-0600""",4,"{""duration"":17,""altitude"":0.0,""distance"":2372,""calorie"":146000,""count"":0,""floor"":0,""steps"":2654}"
20211207,"""	-0600""",5,"{""duration"":47,""altitude"":0.0,""distance"":1165,""calorie"":62716,""count"":0,""floor"":0,""steps"":1668}"
20211208,"""	-0600""",5,"{""duration"":18,""altitude"":0.0,""distance"":238,""calorie"":7071,""count"":0,""floor"":0,""steps"":382}"
20211209,"""	-0600""",5,"{""duration"":22,""altitude"":0.0,""distance"":159,""calorie"":3681,""count"":0,""floor"":0,""steps"":299}"
20211210,"""	-0600""",4,"{""duration"":1,""altitude"":0.0,""distance"":60,""calorie"":2566,""count"":0,""floor"":0,""steps"":74}"
20211210,"""	-0600""",5,"{""duration"":46,""altitude"":0.0,""distance"":1270,""calorie"":46745,""count"":0,""floor"":0,""steps"":1807}"
20211211,"""	-0600""",4,"{""duration"":16,""altitude"":0.0,""distance"":2307,""calorie"":150000,""count"":0,""floor"":0,""steps"":2576}"
20211211,"""	-0600""",5,"{""duration"":70,""altitude"":0.0,""distance"":2868,""calorie"":153649,""count"":0,""floor"":0,""steps"":3923}"
20211212,"""	-0600""",5,"{""duration"":41,""altitude"":0.0,""distance"":501,""calorie"":10001,""count"":0,""floor"":0,""steps"":857}"
20211213,"""	-0600""",5,"{""duration"":46,""altitude"":0.0,""distance"":1241,""calorie"":48580,""count"":0,""floor"":0,""steps"":1875}"
20211214,"""	-0600""",5,"{""duration"":107,""altitude"":0.0,""distance"":3949,""calorie"":162690,""count"":0,""floor"":0,""steps"":5618}"
20211215,"""	-0600""",5,"{""duration"":137,""altitude"":0.0,""distance"":4623,""calorie"":190691,""count"":0,""floor"":0,""steps"":7002}"
20211216,"""	-0600""",4,"{""duration"":1,""altitude"":0.0,""distance"":95,""calorie"":4224,""count"":0,""floor"":0,""steps"":120}"
20211216,"""	-0600""",5,"{""duration"":172,""altitude"":0.0,""distance"":5072,""calorie"":219555,""count"":0,""floor"":0,""steps"":6983}"
20211217,"""	-0600""",5,"{""duration"":131,""altitude"":0.0,""distance"":4545,""calorie"":184693,""count"":0,""floor"":0,""steps"":6655}"
20211218,"""	-0600""",5,"{""duration"":85,""altitude"":0.0,""distance"":3101,""calorie"":137393,""count"":0,""floor"":0,""steps"":4546}"
20211221,"""	-0600""",5,"{""duration"":9,""altitude"":0.0,""distance"":78,""calorie"":1444,""count"":0,""floor"":0,""steps"":133}"
20211222,"""	-0600""",5,"{""duration"":310,""altitude"":0.0,""distance"":9071,""calorie"":384949,""count"":0,""floor"":0,""steps"":15457}"
20211223,"""	-0600""",4,"{""duration"":2,""altitude"":0.0,""distance"":233,""calorie"":13734,""count"":0,""floor"":0,""steps"":294}"
20211223,"""	-0600""",5,"{""duration"":92,""altitude"":0.0,""distance"":2266,""calorie"":93719,""count"":0,""floor"":0,""steps"":3513}"
20211224,"""	-0600""",5,"{""duration"":126,""altitude"":0.0,""distance"":2143,""calorie"":70172,""count"":0,""floor"":0,""steps"":3630}"
20211225,"""	-0600""",5,"{""duration"":133,""altitude"":0.0,""distance"":2258,""calorie"":73443,""count"":0,""floor"":0,""steps"":3936}"
20211226,"""	-0600""",5,"{""duration"":20,""altitude"":0.0,""distance"":288,""calorie"":8530,""count"":0,""floor"":0,""steps"":503}"
20211227,"""	-0600""",5,"{""duration"":97,""altitude"":0.0,""distance"":1645,""calorie"":62597,""count"":0,""floor"":0,""steps"":2810}"
20211228,"""	-0600""",5,"{""duration"":88,""altitude"":0.0,""distance"":1823,""calorie"":65722,""count"":0,""floor"":0,""steps"":3446}"
20211229,"""	-0600""",5,"{""duration"":163,""altitude"":0.0,""distance"":6093,""calorie"":256041,""count"":0,""floor"":0,""steps"":9882}"
20211230,"""	-0600""",5,"{""duration"":110,""altitude"":0.0,""distance"":2496,""calorie"":93716,""count"":0,""floor"":0,""steps"":4296}"
20211231,"""	-0600""",5,"{""duration"":99,""altitude"":0.0,""distance"":2174,""calorie"":85256,""count"":0,""floor"":0,""steps"":3411}"
20220101,"""	-0600""",5,"{""duration"":153,""altitude"":0.0,""distance"":0,""calorie"":0,""count"":0,""floor"":0,""steps"":0}"
20220102,"""	-0600""",4,"{""duration"":16,""altitude"":0.0,""distance"":2308,""calorie"":140000,""count"":0,""floor"":0,""steps"":2477}"
20220102,"""	-0600""",5,"{""duration"":124,""altitude"":0.0,""distance"":2907,""calorie"":192260,""count"":0,""floor"":0,""steps"":4353}"
20220103,"""	-0600""",5,"{""duration"":20,""altitude"":0.0,""distance"":182,""calorie"":7818,""count"":0,""floor"":0,""steps"":310}"
20220104,"""	-0600""",5,"{""duration"":60,""altitude"":0.0,""distance"":803,""calorie"":20695,""count"":0,""floor"":0,""steps"":1316}"
20220105,"""	-0600""",5,"{""duration"":282,""altitude"":0.0,""distance"":9216,""calorie"":385292,""count"":0,""floor"":0,""steps"":14934}"
20220106,"""	-0600""",5,"{""duration"":43,""altitude"":0.0,""distance"":987,""calorie"":39762,""count"":0,""floor"":0,""steps"":1454}"
20220107,"""	-0600""",5,"{""duration"":41,""altitude"":0.0,""distance"":914,""calorie"":35332,""count"":0,""floor"":0,""steps"":1363}"
20220108,"""	-0600""",4,"{""duration"":3,""altitude"":0.0,""distance"":0,""calorie"":0,""count"":0,""floor"":0,""steps"":0}"
20220108,"""	-0600""",5,"{""duration"":126,""altitude"":0.0,""distance"":815,""calorie"":22581,""count"":0,""floor"":0,""steps"":1433}"
20220109,"""	-0600""",5,"{""duration"":100,""altitude"":0.0,""distance"":3303,""calorie"":141326,""count"":0,""floor"":0,""steps"":4622}"
20220110,"""	-0600""",5,"{""duration"":93,""altitude"":0.0,""distance"":2290,""calorie"":86597,""count"":0,""floor"":0,""steps"":3786}"
20220111,"""	-0600""",5,"{""duration"":86,""altitude"":0.0,""distance"":2433,""calorie"":95933,""count"":0,""floor"":0,""steps"":3559}"
20220112,"""	-0600""",4,"{""duration"":15,""altitude"":0.0,""distance"":2224,""calorie"":139000,""count"":0,""floor"":0,""steps"":2383}"
20220112,"""	-0600""",5,"{""duration"":106,""altitude"":0.0,""distance"":2417,""calorie"":115677,""count"":0,""floor"":0,""steps"":3593}"
20220113,"""	-0600""",5,"{""duration"":17,""altitude"":0.0,""distance"":186,""calorie"":4416,""count"":0,""floor"":0,""steps"":324}"
20220114,"""	-0600""",4,"{""duration"":15,""altitude"":0.0,""distance"":2271,""calorie"":133000,""count"":0,""floor"":0,""steps"":2438}"
20220114,"""	-0600""",5,"{""duration"":65,""altitude"":0.0,""distance"":1950,""calorie"":102576,""count"":0,""floor"":0,""steps"":2834}"
20220115,"""	-0600""",5,"{""duration"":5,""altitude"":0.0,""distance"":47,""calorie"":615,""count"":0,""floor"":0,""steps"":79}"
20220116,"""	-0600""",5,"{""duration"":28,""altitude"":0.0,""distance"":233,""calorie"":5357,""count"":0,""floor"":0,""steps"":412}"
20220117,"""	-0600""",4,"{""duration"":23,""altitude"":0.0,""distance"":3254,""calorie"":195000,""count"":0,""floor"":0,""steps"":3575}"
20220117,"""	-0600""",5,"{""duration"":68,""altitude"":0.0,""distance"":2144,""calorie"":116564,""count"":0,""floor"":0,""steps"":3109}"
20220118,"""	-0600""",5,"{""duration"":6,""altitude"":0.0,""distance"":110,""calorie"":3555,""count"":0,""floor"":0,""steps"":186}"
20220119,"""	-0600""",4,"{""duration"":17,""altitude"":0.0,""distance"":0,""calorie"":0,""count"":0,""floor"":0,""steps"":0}"
20220119,"""	-0600""",5,"{""duration"":77,""altitude"":0.0,""distance"":68,""calorie"":1975,""count"":0,""floor"":0,""steps"":127}"
20220120,"""	-0600""",5,"{""duration"":93,""altitude"":0.0,""distance"":0,""calorie"":0,""count"":0,""floor"":0,""steps"":0}"
20220121,"""	-0600""",5,"{""duration"":11,""altitude"":0.0,""distance"":0,""calorie"":0,""count"":0,""floor"":0,""steps"":0}"
20220122,"""	-0600""",4,"{""duration"":23,""altitude"":0.0,""distance"":0,""calorie"":0,""count"":0,""floor"":0,""steps"":0}"
20220122,"""	-0600""",5,"{""duration"":60,""altitude"":0.0,""distance"":0,""calorie"":0,""count"":0,""floor"":0,""steps"":0}"
20220123,"""	-0600""",5,"{""duration"":31,""altitude"":0.0,""distance"":0,""calorie"":0,""count"":0,""floor"":0,""steps"":0}"
20220124,"""	-0600""",5,"{""duration"":113,""altitude"":0.0,""distance"":4469,""calorie"":202821,""count"":0,""floor"":0,""steps"":6508}"
20220125,"""	-0600""",4,"{""duration"":1,""altitude"":0.0,""distance"":111,""calorie"":6802,""count"":0,""floor"":0,""steps"":149}"
20220125,"""	-0600""",5,"{""duration"":120,""altitude"":0.0,""distance"":4110,""calorie"":494329,""count"":0,""floor"":0,""steps"":7195}"
20220126,"""	-0600""",5,"{""duration"":164,""altitude"":0.0,""distance"":2280,""calorie"":607473,""count"":0,""floor"":0,""steps"":6342}"
20220127,"""	-0600""",4,"{""duration"":11,""altitude"":0.0,""distance"":0,""calorie"":102000,""count"":0,""floor"":0,""steps"":1833}"
20220127,"""	-0600""",5,"{""duration"":143,""altitude"":0.0,""distance"":2522,""calorie"":602687,""count"":0,""floor"":0,""steps"":8197}"
20220128,"""	-0600""",5,"{""duration"":139,""altitude"":0.0,""distance"":5586,""calorie"":236531,""count"":0,""floor"":0,""steps"":7991}"
20220129,"""	-0600""",5,"{""duration"":102,""altitude"":0.0,""distance"":3388,""calorie"":164325,""count"":0,""floor"":0,""steps"":4977}"
20220130,"""	-0600""",5,"{""duration"":55,""altitude"":0.0,""distance"":792,""calorie"":23480,""count"":0,""floor"":0,""steps"":1370}"
20220131,"""	-0600""",4,"{""duration"":13,""altitude"":0.0,""distance"":2014,""calorie"":110000,""count"":0,""floor"":0,""steps"":2183}"
20220131,"""	-0600""",5,"{""duration"":107,""altitude"":0.0,""distance"":3574,""calorie"":493565,""count"":0,""floor"":0,""steps"":7244}"
20220201,"""	-0600""",4,"{""duration"":8,""altitude"":0.0,""distance"":1085,""calorie"":67154,""count"":0,""floor"":0,""steps"":1274}"
20220201,"""	-0600""",5,"{""duration"":125,""altitude"":0.0,""distance"":3516,""calorie"":449376,""count"":0,""floor"":0,""steps"":7359}"
20220202,"""	-0600""",4,"{""duration"":6,""altitude"":0.0,""distance"":0,""calorie"":25000,""count"":0,""floor"":0,""steps"":845}"
20220202,"""	-0600""",5,"{""duration"":108,""altitude"":0.0,""distance"":1595,""calorie"":389007,""count"":0,""floor"":0,""steps"":6274}"
20220203,"""	-0600""",4,"{""duration"":12,""altitude"":0.0,""distance"":1824,""calorie"":107000,""count"":0,""floor"":0,""steps"":2004}"
20220203,"""	-0600""",5,"{""duration"":94,""altitude"":0.0,""distance"":1522,""calorie"":318742,""count"":0,""floor"":0,""steps"":4227}"
20220204,"""	-0600""",4,"{""duration"":17,""altitude"":0.0,""distance"":2993,""calorie"":144257,""count"":0,""floor"":0,""steps"":2853}"
20220204,"""	-0600""",5,"{""duration"":103,""altitude"":0.0,""distance"":3638,""calorie"":430633,""count"":0,""floor"":0,""steps"":7438}"
20220205,"""	-0600""",5,"{""duration"":21,""altitude"":0.0,""distance"":251,""calorie"":7224,""count"":0,""floor"":0,""steps"":422}"
20220206,"""	-0600""",5,"{""duration"":36,""altitude"":0.0,""distance"":521,""calorie"":20475,""count"":0,""floor"":0,""steps"":799}"
20220207,"""	-0600""",4,"{""duration"":6,""altitude"":0.0,""distance"":1009,""calorie"":62879,""count"":0,""floor"":0,""steps"":970}"
20220207,"""	-0600""",5,"{""duration"":33,""altitude"":0.0,""distance"":515,""calorie"":19276,""count"":0,""floor"":0,""steps"":784}"
20220208,"""	-0600""",4,"{""duration"":14,""altitude"":0.0,""distance"":2552,""calorie"":124000,""count"":0,""floor"":0,""steps"":2426}"
20220208,"""	-0600""",5,"{""duration"":105,""altitude"":0.0,""distance"":3483,""calorie"":478065,""count"":0,""floor"":0,""steps"":8055}"
20220209,"""	-0600""",4,"{""duration"":19,""altitude"":0.0,""distance"":3402,""calorie"":153917,""count"":0,""floor"":0,""steps"":3215}"
20220209,"""	-0600""",5,"{""duration"":120,""altitude"":0.0,""distance"":3945,""calorie"":514946,""count"":0,""floor"":0,""steps"":8359}"
20220210,"""	-0600""",5,"{""duration"":125,""altitude"":0.0,""distance"":2902,""calorie"":472586,""count"":0,""floor"":0,""steps"":7081}"
20220211,"""	-0600""",4,"{""duration"":23,""altitude"":0.0,""distance"":4271,""calorie"":198000,""count"":0,""floor"":0,""steps"":3907}"
20220211,"""	-0600""",5,"{""duration"":127,""altitude"":0.0,""distance"":4178,""calorie"":446710,""count"":0,""floor"":0,""steps"":8160}"
20220212,"""	-0600""",5,"{""duration"":10,""altitude"":0.0,""distance"":91,""calorie"":3926,""count"":0,""floor"":0,""steps"":167}"
20220213,"""	-0600""",5,"{""duration"":21,""altitude"":0.0,""distance"":292,""calorie"":9425,""count"":0,""floor"":0,""steps"":502}"
20220214,"""	-0600""",5,"{""duration"":217,""altitude"":0.0,""distance"":11472,""calorie"":513399,""count"":0,""floor"":0,""steps"":16529}"
20220215,"""	-0600""",4,"{""duration"":15,""altitude"":0.0,""distance"":2867,""calorie"":137000,""count"":0,""floor"":0,""steps"":2601}"
20220215,"""	-0600""",5,"{""duration"":82,""altitude"":0.0,""distance"":1428,""calorie"":367710,""count"":0,""floor"":0,""steps"":3270}"
20220216,"""	-0600""",4,"{""duration"":16,""altitude"":0.0,""distance"":2934,""calorie"":139000,""count"":0,""floor"":0,""steps"":2679}"
20220216,"""	-0600""",5,"{""duration"":121,""altitude"":0.0,""distance"":4430,""calorie"":496158,""count"":0,""floor"":0,""steps"":8928}"
20220217,"""	-0600""",5,"{""duration"":16,""altitude"":0.0,""distance"":192,""calorie"":3615,""count"":0,""floor"":0,""steps"":330}"
20220218,"""	-0600""",4,"{""duration"":15,""altitude"":0.0,""distance"":2798,""calorie"":134000,""count"":0,""floor"":0,""steps"":2539}"
20220218,"""	-0600""",5,"{""duration"":112,""altitude"":0.0,""distance"":2401,""calorie"":464984,""count"":0,""floor"":0,""steps"":5736}"
20220219,"""	-0600""",5,"{""duration"":146,""altitude"":0.0,""distance"":6056,""calorie"":266691,""count"":0,""floor"":0,""steps"":9132}"
20220221,"""	-0600""",4,"{""duration"":14,""altitude"":0.0,""distance"":2676,""calorie"":120000,""count"":0,""floor"":0,""steps"":2424}"
20220221,"""	-0600""",5,"{""duration"":123,""altitude"":0.0,""distance"":4415,""calorie"":474392,""count"":0,""floor"":0,""steps"":7284}"
20220222,"""	-0600""",5,"{""duration"":108,""altitude"":0.0,""distance"":1942,""calorie"":502036,""count"":0,""floor"":0,""steps"":5699}"
20220223,"""	-0600""",5,"{""duration"":121,""altitude"":0.0,""distance"":3186,""calorie"":506145,""count"":0,""floor"":0,""steps"":6557}"
20220224,"""	-0600""",5,"{""duration"":21,""altitude"":0.0,""distance"":260,""calorie"":9399,""count"":0,""floor"":0,""steps"":433}"
20220225,"""	-0600""",4,"{""duration"":18,""altitude"":0.0,""distance"":3209,""calorie"":132000,""count"":0,""floor"":0,""steps"":2901}"
20220225,"""	-0600""",5,"{""duration"":118,""altitude"":0.0,""distance"":2220,""calorie"":499491,""count"":0,""floor"":0,""steps"":5271}"
20220226,"""	-0600""",5,"{""duration"":35,""altitude"":0.0,""distance"":389,""calorie"":14138,""count"":0,""floor"":0,""steps"":628}"
20220227,"""	-0600""",4,"{""duration"":7,""altitude"":0.0,""distance"":1367,""calorie"":63000,""count"":0,""floor"":0,""steps"":1239}"
20220227,"""	-0600""",5,"{""duration"":185,""altitude"":0.0,""distance"":4528,""calorie"":508332,""count"":0,""floor"":0,""steps"":9291}"
20220228,"""	-0600""",4,"{""duration"":1,""altitude"":0.0,""distance"":103,""calorie"":5082,""count"":0,""floor"":0,""steps"":94}"
20220228,"""	-0600""",5,"{""duration"":144,""altitude"":0.0,""distance"":6567,""calorie"":321301,""count"":0,""floor"":0,""steps"":9248}"
20220301,"""	-0600""",5,"{""duration"":159,""altitude"":0.0,""distance"":9465,""calorie"":439080,""count"":0,""floor"":0,""steps"":12294}"
20220302,"""	-0600""",5,"{""duration"":143,""altitude"":0.0,""distance"":7517,""calorie"":338021,""count"":0,""floor"":0,""steps"":10824}"
20220303,"""	-0600""",5,"{""duration"":170,""altitude"":0.0,""distance"":10507,""calorie"":481504,""count"":0,""floor"":0,""steps"":14051}"
20220304,"""	-0600""",4,"{""duration"":12,""altitude"":0.0,""distance"":2258,""calorie"":99000,""count"":0,""floor"":0,""steps"":2034}"
20220304,"""	-0600""",5,"{""duration"":160,""altitude"":0.0,""distance"":4988,""calorie"":570941,""count"":0,""floor"":0,""steps"":9767}"
20220305,"""	-0600""",4,"{""duration"":24,""altitude"":0.0,""distance"":3902,""calorie"":217000,""count"":0,""floor"":0,""steps"":3778}"
20220305,"""	-0600""",5,"{""duration"":24,""altitude"":0.0,""distance"":791,""calorie"":37916,""count"":0,""floor"":0,""steps"":1046}"
20220306,"""	-0600""",4,"{""duration"":12,""altitude"":0.0,""distance"":2161,""calorie"":108000,""count"":0,""floor"":0,""steps"":2077}"
20220306,"""	-0600""",5,"{""duration"":150,""altitude"":0.0,""distance"":4693,""calorie"":472018,""count"":0,""floor"":0,""steps"":8971}"
20220307,"""	-0600""",4,"{""duration"":12,""altitude"":0.0,""distance"":2138,""calorie"":106000,""count"":0,""floor"":0,""steps"":2057}"
20220307,"""	-0600""",5,"{""duration"":170,""altitude"":0.0,""distance"":4289,""calorie"":596031,""count"":0,""floor"":0,""steps"":9641}"
20220308,"""	-0600""",4,"{""duration"":29,""altitude"":0.0,""distance"":4752,""calorie"":260000,""count"":0,""floor"":0,""steps"":4548}"
20220308,"""	-0600""",5,"{""duration"":144,""altitude"":0.0,""distance"":7705,""calorie"":387465,""count"":0,""floor"":0,""steps"":10537}"
20220309,"""	-0600""",5,"{""duration"":108,""altitude"":0.0,""distance"":3727,""calorie"":207151,""count"":0,""floor"":0,""steps"":5517}"
20220310,"""	-0600""",4,"{""duration"":3,""altitude"":0.0,""distance"":458,""calorie"":28454,""count"":0,""floor"":0,""steps"":444}"
20220310,"""	-0600""",5,"{""duration"":188,""altitude"":0.0,""distance"":8880,""calorie"":418509,""count"":0,""floor"":0,""steps"":12550}"
20220311,"""	-0600""",4,"{""duration"":7,""altitude"":0.0,""distance"":1283,""calorie"":55000,""count"":0,""floor"":0,""steps"":1222}"
